site_id,date,metric,observed,expected,residual,anomaly_score,rule
S1,2025-10-01,units_produced,1153.0,1423.3809776276885,-270.3809776276884,-3.997604752061026,|z|>=3.0 via STL residuals
S1,2025-10-08,units_produced,0.0,1398.8246057379783,-1398.8246057379783,-21.196830611747746,|z|>=3.0 via STL residuals
S1,2025-10-26,units_produced,0.0,1073.9141448744947,-1073.9141448744947,-16.244692763334296,|z|>=3.0 via STL residuals
S1,2025-11-09,units_produced,0.0,1136.6686171574556,-1136.6686171574556,-17.201167961220392,|z|>=3.0 via STL residuals
S1,2025-11-21,units_produced,0.0,1285.2787204027356,-1285.2787204027356,-19.466215737711643,|z|>=3.0 via STL residuals
S1,2025-12-02,units_produced,0.0,1282.9600419271426,-1282.9600419271426,-19.430875492258266,|z|>=3.0 via STL residuals
S1,2025-12-05,units_produced,1522.0,1203.8310159917064,318.1689840082935,4.972806766712564,|z|>=3.0 via STL residuals
S1,2025-12-07,units_produced,0.0,1073.7922275297028,-1073.7922275297028,-16.242834554472946,|z|>=3.0 via STL residuals
S1,2025-12-19,units_produced,1104.0,1423.5102480299158,-319.51024802991583,-4.74641080397215,|z|>=3.0 via STL residuals
S1,2025-01-05,power_kwh,0.0,4338.705777245497,-4338.705777245497,-15.306076500304686,|z|>=3.0 via STL residuals
S1,2025-01-12,power_kwh,5798.0,3816.0272682191016,1981.9727317808984,7.118267826683665,|z|>=3.0 via STL residuals
S1,2025-01-18,power_kwh,0.0,4026.826331359337,-4026.826331359337,-14.19959844212247,|z|>=3.0 via STL residuals
S1,2025-01-23,power_kwh,0.0,4084.077319633943,-4084.077319633943,-14.402712059164811,|z|>=3.0 via STL residuals
S1,2025-02-11,power_kwh,3393.0,4541.0701910671605,-1148.0701910671603,-3.986419772909099,|z|>=3.0 via STL residuals
S1,2025-02-23,power_kwh,2847.0,3740.3061145761594,-893.3061145761596,-3.0825741865178715,|z|>=3.0 via STL residuals
S1,2025-03-13,power_kwh,5340.0,4495.58939948471,844.4106005152894,3.0824534930778853,|z|>=3.0 via STL residuals
S1,2025-03-24,power_kwh,5850.0,4136.12718566946,1713.87281433054,6.167109678969229,|z|>=3.0 via STL residuals
S1,2025-03-25,power_kwh,0.0,4339.251236111525,-4339.251236111525,-15.308011665557997,|z|>=3.0 via STL residuals
S1,2025-03-29,power_kwh,0.0,3725.040582187659,-3725.040582187659,-13.12893054741155,|z|>=3.0 via STL residuals
S1,2025-04-11,power_kwh,0.0,3854.171363012028,-3854.171363012028,-13.587057485569105,|z|>=3.0 via STL residuals
S1,2025-04-22,power_kwh,0.0,4418.7176616502,-4418.7176616502,-15.589940652480749,|z|>=3.0 via STL residuals
S1,2025-04-26,power_kwh,6079.0,4519.088751793139,1559.9112482068608,5.620888704915674,|z|>=3.0 via STL residuals
S1,2025-04-28,power_kwh,0.0,4220.192973308737,-4220.192973308737,-14.885619753637448,|z|>=3.0 via STL residuals
S1,2025-05-04,power_kwh,0.0,3609.809443598789,-3609.809443598789,-12.72011641057203,|z|>=3.0 via STL residuals
S1,2025-05-09,power_kwh,6019.0,4548.166815134358,1470.8331848656412,5.304859791011544,|z|>=3.0 via STL residuals
S1,2025-05-20,power_kwh,0.0,4468.756823575852,-4468.756823575852,-15.767468333291013,|z|>=3.0 via STL residuals
S1,2025-05-31,power_kwh,7229.0,4017.632431945222,3211.367568054778,11.479883922654576,|z|>=3.0 via STL residuals
S1,2025-06-02,power_kwh,0.0,3995.2115551059946,-3995.2115551059946,-14.087436333653702,|z|>=3.0 via STL residuals
S1,2025-06-03,power_kwh,0.0,4651.703632584355,-4651.703632584355,-16.416522423428937,|z|>=3.0 via STL residuals
S1,2025-06-07,power_kwh,0.0,4188.044900303655,-4188.044900303655,-14.771565628358706,|z|>=3.0 via STL residuals
S1,2025-07-08,power_kwh,5434.0,4487.423591719512,946.5764082804878,3.4449147776535827,|z|>=3.0 via STL residuals
S1,2025-07-16,power_kwh,0.0,4767.363380415987,-4767.363380415987,-16.826857169365677,|z|>=3.0 via STL residuals
S1,2025-07-21,power_kwh,6019.0,4369.862823956305,1649.1371760436948,5.9374422087603715,|z|>=3.0 via STL residuals
S1,2025-07-22,power_kwh,5628.0,4236.540668500789,1391.4593314992103,5.023259229314427,|z|>=3.0 via STL residuals
S1,2025-07-31,power_kwh,6361.0,4779.596229241497,1581.4037707585026,5.697139336151752,|z|>=3.0 via STL residuals
S1,2025-08-06,power_kwh,3707.0,4849.620044650039,-1142.6200446500388,-3.9670838804545956,|z|>=3.0 via STL residuals
S1,2025-08-11,power_kwh,5927.0,4490.688626339653,1436.3113736603473,5.18238417701642,|z|>=3.0 via STL residuals
S1,2025-08-15,power_kwh,0.0,5056.636451562404,-5056.636451562404,-17.853132899518553,|z|>=3.0 via STL residuals
S1,2025-08-18,power_kwh,6833.0,4882.926568623688,1950.0734313763126,7.005096290583397,|z|>=3.0 via STL residuals
S1,2025-08-23,power_kwh,5936.0,4703.847302613372,1232.1526973866278,4.45807515741257,|z|>=3.0 via STL residuals
S1,2025-08-26,power_kwh,0.0,4427.487883888413,-4427.487883888413,-15.621055426474243,|z|>=3.0 via STL residuals
S1,2025-08-27,power_kwh,0.0,4491.293864322224,-4491.293864322224,-15.84742467992157,|z|>=3.0 via STL residuals
S1,2025-09-01,power_kwh,0.0,4580.301909620356,-4580.301909620356,-16.163205185572526,|z|>=3.0 via STL residuals
S1,2025-09-05,power_kwh,3762.0,5238.2975443685045,-1476.297544368505,-5.150896526070075,|z|>=3.0 via STL residuals
S1,2025-09-06,power_kwh,3417.0,4871.315018147736,-1454.3150181477356,-5.072907472134231,|z|>=3.0 via STL residuals
S1,2025-10-08,power_kwh,0.0,4565.634813265192,-4565.634813265192,-16.111169629820775,|z|>=3.0 via STL residuals
S1,2025-10-09,power_kwh,6548.0,4424.723629023903,2123.276370976096,7.619581325771553,|z|>=3.0 via STL residuals
S1,2025-10-18,power_kwh,6800.0,4409.6108474184,2390.3891525815993,8.567237337749939,|z|>=3.0 via STL residuals
S1,2025-10-26,power_kwh,0.0,3833.979537026246,-3833.979537026246,-13.51542143291286,|z|>=3.0 via STL residuals
S1,2025-11-09,power_kwh,0.0,3962.1910162509002,-3962.1910162509002,-13.970286895964076,|z|>=3.0 via STL residuals
S1,2025-11-21,power_kwh,0.0,4494.8309128644405,-4494.8309128644405,-15.859973331826371,|z|>=3.0 via STL residuals
S1,2025-11-26,power_kwh,6764.0,4345.647894175179,2418.3521058248202,8.666443600341841,|z|>=3.0 via STL residuals
S1,2025-11-30,power_kwh,5083.0,3697.5005962860064,1385.4994037139936,5.002114747336926,|z|>=3.0 via STL residuals
S1,2025-12-02,power_kwh,0.0,4356.918664772033,-4356.918664772033,-15.370691724841178,|z|>=3.0 via STL residuals
S1,2025-12-07,power_kwh,0.0,3762.4579182608018,-3762.4579182608018,-13.261678831745986,|z|>=3.0 via STL residuals
S1,2025-12-10,power_kwh,6217.0,4219.510514816533,1997.4894851834665,7.173317774349766,|z|>=3.0 via STL residuals
S1,2025-12-18,power_kwh,4519.0,5716.202936674199,-1197.2029366741986,-4.160731692689412,|z|>=3.0 via STL residuals
S1,2025-12-19,power_kwh,3519.0,4681.448048018725,-1162.4480480187253,-4.037429172375573,|z|>=3.0 via STL residuals
S1,2025-12-24,power_kwh,4343.0,5809.414513347874,-1466.4145133478742,-5.1158337570517745,|z|>=3.0 via STL residuals
S2,2025-01-05,units_produced,0.0,1124.4798195026651,-1124.4798195026651,-14.502947266251475,|z|>=3.0 via STL residuals
S2,2025-01-18,units_produced,0.0,1392.235631877653,-1392.235631877653,-17.991186529721297,|z|>=3.0 via STL residuals
S2,2025-01-23,units_produced,0.0,1468.7070470215479,-1468.7070470215479,-18.98743228988599,|z|>=3.0 via STL residuals
S2,2025-02-05,units_produced,1302.0,1636.755443041764,-334.7554430417639,-4.214664248767775,|z|>=3.0 via STL residuals
S2,2025-02-28,units_produced,1749.0,1385.435835770207,363.564164229793,4.882825926810647,|z|>=3.0 via STL residuals
S2,2025-03-14,units_produced,1882.0,1519.2489667480272,362.75103325197273,4.872232709886549,|z|>=3.0 via STL residuals
S2,2025-03-16,units_produced,1071.0,1446.3574156965701,-375.3574156965701,-4.743614092778905,|z|>=3.0 via STL residuals
S2,2025-03-17,units_produced,1726.0,1426.3798375078422,299.6201624921577,4.049783403676841,|z|>=3.0 via STL residuals
S2,2025-03-19,units_produced,1681.0,1326.8032027483705,354.1967972516295,4.760790789650678,|z|>=3.0 via STL residuals
S2,2025-03-25,units_produced,0.0,1557.6468074749273,-1557.6468074749273,-20.14611176632846,|z|>=3.0 via STL residuals
S2,2025-03-28,units_produced,1806.0,1416.3393785320563,389.6606214679436,5.222802437378759,|z|>=3.0 via STL residuals
S2,2025-03-29,units_produced,0.0,1409.6984147544722,-1409.6984147544722,-18.218686221847715,|z|>=3.0 via STL residuals
S2,2025-04-06,units_produced,1057.0,1488.76787014532,-431.76787014532,-5.478511910058507,|z|>=3.0 via STL residuals
S2,2025-04-11,units_produced,0.0,1435.1093671723131,-1435.1093671723131,-18.549732189290385,|z|>=3.0 via STL residuals
S2,2025-04-22,units_produced,0.0,1431.5107090220313,-1431.5107090220313,-18.502849992619197,|z|>=3.0 via STL residuals
S2,2025-04-25,units_produced,1761.0,1447.145794585669,313.8542054143311,4.2352200780803955,|z|>=3.0 via STL residuals
S2,2025-04-28,units_produced,0.0,1389.1716423460553,-1389.1716423460553,-17.951269829156786,|z|>=3.0 via STL residuals
S2,2025-05-03,units_produced,1293.0,1609.243616253498,-316.243616253498,-3.973497939552619,|z|>=3.0 via STL residuals
S2,2025-05-04,units_produced,0.0,1299.370367892787,-1299.370367892787,-16.78136681685982,|z|>=3.0 via STL residuals
S2,2025-05-20,units_produced,0.0,1623.332555743803,-1623.332555743803,-21.001845220364544,|z|>=3.0 via STL residuals
S2,2025-06-02,units_produced,0.0,1605.5628098937693,-1605.5628098937693,-20.77034651030421,|z|>=3.0 via STL residuals
S2,2025-06-03,units_produced,0.0,1592.5505479161868,-1592.5505479161868,-20.600826817214628,|z|>=3.0 via STL residuals
S2,2025-06-07,units_produced,0.0,1454.940850302222,-1454.940850302222,-18.808090569984312,|z|>=3.0 via STL residuals
S2,2025-06-12,units_produced,1712.0,1402.690543643489,309.30945635651085,4.176012503964679,|z|>=3.0 via STL residuals
S2,2025-07-16,units_produced,0.0,1521.7847690931178,-1521.7847690931178,-19.67891230857665,|z|>=3.0 via STL residuals
S2,2025-07-17,units_produced,1792.0,1491.7409311867104,300.2590688132896,4.058106876079861,|z|>=3.0 via STL residuals
S2,2025-08-15,units_produced,0.0,1535.396303171192,-1535.396303171192,-19.85623913179683,|z|>=3.0 via STL residuals
S2,2025-08-16,units_produced,1225.0,1540.5840571701997,-315.58405717019957,-3.9649054094016107,|z|>=3.0 via STL residuals
S2,2025-08-26,units_produced,0.0,1584.7040477404614,-1584.7040477404614,-20.498605058698868,|z|>=3.0 via STL residuals
S2,2025-08-27,units_produced,0.0,1582.8434758203393,-1582.8434758203393,-20.474366107668402,|z|>=3.0 via STL residuals
S2,2025-08-31,units_produced,1589.0,1297.0536579070572,291.9463420929429,3.949811263464742,|z|>=3.0 via STL residuals
S2,2025-09-01,units_produced,0.0,1585.3102783841232,-1585.3102783841232,-20.506502842560895,|z|>=3.0 via STL residuals
S2,2025-09-06,units_produced,1654.0,1368.6772111760697,285.3227888239302,3.863521676054044,|z|>=3.0 via STL residuals
S2,2025-09-18,units_produced,1334.0,1619.8185030328223,-285.8185030328223,-3.577129048096989,|z|>=3.0 via STL residuals
S2,2025-09-21,units_produced,991.0,1373.3951541905828,-382.39515419058284,-4.83529955619834,|z|>=3.0 via STL residuals
S2,2025-10-08,units_produced,0.0,1561.018993986297,-1561.018993986297,-20.190043561079673,|z|>=3.0 via STL residuals
S2,2025-10-26,units_produced,0.0,1301.1843361124552,-1301.1843361124552,-16.804998629407258,|z|>=3.0 via STL residuals
S2,2025-11-09,units_produced,0.0,1368.9816456197334,-1368.9816456197334,-17.688240845078372,|z|>=3.0 via STL residuals
S2,2025-11-19,units_produced,1345.0,1651.5823914911516,-306.58239149115167,-3.847634514776517,|z|>=3.0 via STL residuals
S2,2025-11-21,units_produced,0.0,1614.5685533712137,-1614.5685533712137,-20.887670529215754,|z|>=3.0 via STL residuals
S2,2025-12-02,units_produced,0.0,1628.973550300414,-1628.973550300414,-21.075334339136063,|z|>=3.0 via STL residuals
S2,2025-12-07,units_produced,0.0,1243.9038047941638,-1243.9038047941638,-16.058765721876387,|z|>=3.0 via STL residuals
S2,2025-12-29,units_produced,1468.0,2046.3057487438518,-578.3057487438518,-7.387561716219587,|z|>=3.0 via STL residuals
S2,2025-01-05,power_kwh,0.0,4106.635321533878,-4106.635321533878,-13.13025642220786,|z|>=3.0 via STL residuals
S2,2025-01-18,power_kwh,0.0,4552.15407858788,-4552.15407858788,-14.563403191612313,|z|>=3.0 via STL residuals
S2,2025-01-23,power_kwh,0.0,4875.994134378618,-4875.994134378618,-15.605133359897904,|z|>=3.0 via STL residuals
S2,2025-01-26,power_kwh,3395.0,4646.078015965575,-1251.078015965575,-3.94448665936835,|z|>=3.0 via STL residuals
S2,2025-01-31,power_kwh,6921.0,5159.985159720823,1761.0148402791772,5.744827376741138,|z|>=3.0 via STL residuals
S2,2025-03-07,power_kwh,4248.0,5647.637398211047,-1399.6373982110472,-4.422373157655588,|z|>=3.0 via STL residuals
S2,2025-03-16,power_kwh,3280.0,4626.862150067897,-1346.8621500678973,-4.252605498756086,|z|>=3.0 via STL residuals
S2,2025-03-19,power_kwh,7600.0,4126.979720953252,3473.020279046749,11.25201427948067,|z|>=3.0 via STL residuals
S2,2025-03-23,power_kwh,7179.0,4514.068437575144,2664.931562424856,8.65255081069909,|z|>=3.0 via STL residuals
S2,2025-03-25,power_kwh,0.0,4973.923265081901,-4973.923265081901,-15.920152234133507,|z|>=3.0 via STL residuals
S2,2025-03-29,power_kwh,0.0,4930.345132617389,-4930.345132617389,-15.779969898890943,|z|>=3.0 via STL residuals
S2,2025-03-31,power_kwh,6935.0,5063.772745115808,1871.2272548841918,6.099359174647674,|z|>=3.0 via STL residuals
S2,2025-04-06,power_kwh,3450.0,4797.9687541614385,-1347.968754161438,-4.256165227850669,|z|>=3.0 via STL residuals
S2,2025-04-09,power_kwh,6450.0,4324.111501105302,2125.8884988946984,6.918554625720317,|z|>=3.0 via STL residuals
S2,2025-04-11,power_kwh,0.0,4752.435489091253,-4752.435489091253,-15.20766934626915,|z|>=3.0 via STL residuals
S2,2025-04-13,power_kwh,5718.0,4431.8453910218395,1286.1546089781607,4.217294819172046,|z|>=3.0 via STL residuals
S2,2025-04-19,power_kwh,6231.0,4916.048721002246,1314.9512789977543,4.30992807861343,|z|>=3.0 via STL residuals
S2,2025-04-22,power_kwh,0.0,4832.629636971581,-4832.629636971581,-15.465638246882474,|z|>=3.0 via STL residuals
S2,2025-04-28,power_kwh,0.0,4672.968469724907,-4672.968469724907,-14.952039475975551,|z|>=3.0 via STL residuals
S2,2025-05-03,power_kwh,4026.0,5176.62227598609,-1150.6222759860907,-3.621340176890888,|z|>=3.0 via STL residuals
S2,2025-05-04,power_kwh,0.0,4165.051866328812,-4165.051866328812,-13.318171029903004,|z|>=3.0 via STL residuals
S2,2025-05-20,power_kwh,0.0,5321.749716956129,-5321.749716956129,-17.039041950726386,|z|>=3.0 via STL residuals
S2,2025-05-24,power_kwh,6033.0,4805.586976187864,1227.4130238121365,4.028334620128889,|z|>=3.0 via STL residuals
S2,2025-05-26,power_kwh,6807.0,4967.083132136643,1839.9168678633569,5.998639778893313,|z|>=3.0 via STL residuals
S2,2025-05-27,power_kwh,6864.0,5164.995905729138,1699.0040942708622,5.545350926192042,|z|>=3.0 via STL residuals
S2,2025-06-02,power_kwh,0.0,5192.649434887361,-5192.649434887361,-16.623751574627512,|z|>=3.0 via STL residuals
S2,2025-06-03,power_kwh,0.0,5204.827527292938,-5204.827527292938,-16.662926117813907,|z|>=3.0 via STL residuals
S2,2025-06-07,power_kwh,0.0,4953.841648017373,-4953.841648017373,-15.855553596781505,|z|>=3.0 via STL residuals
S2,2025-06-12,power_kwh,6017.0,4864.978842576956,1152.0211574230443,3.785813720516568,|z|>=3.0 via STL residuals
S2,2025-06-17,power_kwh,7905.0,5493.481432845942,2411.5185671540576,7.837370731864768,|z|>=3.0 via STL residuals
S2,2025-07-01,power_kwh,6651.0,5105.6689639756205,1545.3310360243793,5.051014731624697,|z|>=3.0 via STL residuals
S2,2025-07-16,power_kwh,0.0,5277.034436913808,-5277.034436913808,-16.895201633969755,|z|>=3.0 via STL residuals
S2,2025-08-08,power_kwh,6969.0,4905.5485704688635,2063.4514295311365,6.717706776257888,|z|>=3.0 via STL residuals
S2,2025-08-15,power_kwh,0.0,4952.388358556825,-4952.388358556825,-15.850878648617334,|z|>=3.0 via STL residuals
S2,2025-08-21,power_kwh,4461.0,5696.077409516498,-1235.077409516498,-3.893015835574892,|z|>=3.0 via STL residuals
S2,2025-08-26,power_kwh,0.0,5596.779429220446,-5596.779429220446,-17.923758783364846,|z|>=3.0 via STL residuals
S2,2025-08-27,power_kwh,0.0,5790.737090801302,-5790.737090801302,-18.54768267364934,|z|>=3.0 via STL residuals
S2,2025-09-01,power_kwh,0.0,5495.902225634473,-5495.902225634473,-17.59925653483602,|z|>=3.0 via STL residuals
S2,2025-09-04,power_kwh,7299.0,5523.942684417982,1775.0573155820184,5.789999275333657,|z|>=3.0 via STL residuals
S2,2025-09-06,power_kwh,5819.0,4585.753638839298,1233.2463611607016,4.047099326313703,|z|>=3.0 via STL residuals
S2,2025-09-17,power_kwh,6672.0,5056.513409349675,1615.4865906503244,5.27669143967801,|z|>=3.0 via STL residuals
S2,2025-10-08,power_kwh,0.0,5268.711653285454,-5268.711653285454,-16.868428865639412,|z|>=3.0 via STL residuals
S2,2025-10-20,power_kwh,7125.0,5626.296825088929,1498.7031749110708,4.9010220153569115,|z|>=3.0 via STL residuals
S2,2025-10-26,power_kwh,0.0,4371.254680581978,-4371.254680581978,-13.98148518314574,|z|>=3.0 via STL residuals
S2,2025-10-27,power_kwh,7394.0,5219.27944934585,2174.720550654151,7.0756377925104585,|z|>=3.0 via STL residuals
S2,2025-10-31,power_kwh,6183.0,4726.2047513605385,1456.7952486394615,4.766212407012371,|z|>=3.0 via STL residuals
S2,2025-11-09,power_kwh,0.0,4822.754917471599,-4822.754917471599,-15.433873204162937,|z|>=3.0 via STL residuals
S2,2025-11-21,power_kwh,0.0,5290.687426841871,-5290.687426841871,-16.939120634232502,|z|>=3.0 via STL residuals
S2,2025-11-24,power_kwh,7970.0,5255.432036124203,2714.5679638757974,8.812221413244913,|z|>=3.0 via STL residuals
S2,2025-12-02,power_kwh,0.0,5144.8270204878345,-5144.8270204878345,-16.46991621390106,|z|>=3.0 via STL residuals
S2,2025-12-07,power_kwh,0.0,4001.1287596459206,-4001.1287596459206,-12.7908624327818,|z|>=3.0 via STL residuals
S2,2025-12-29,power_kwh,4557.0,6528.038292232663,-1971.0382922326621,-6.260458159321707,|z|>=3.0 via STL residuals
S3,2025-01-05,units_produced,0.0,997.0377860849147,-997.0377860849147,-16.687637931483813,|z|>=3.0 via STL residuals
S3,2025-01-18,units_produced,0.0,1086.5635518038187,-1086.5635518038187,-18.192666683572234,|z|>=3.0 via STL residuals
S3,2025-01-22,units_produced,929.0,1118.096744860186,-189.09674486018594,-3.105240872145265,|z|>=3.0 via STL residuals
S3,2025-01-23,units_produced,0.0,1151.8720052335455,-1151.8720052335455,-19.29057519490275,|z|>=3.0 via STL residuals
S3,2025-02-04,units_produced,1327.0,1126.4861059003824,200.51389409961766,3.4445519058932534,|z|>=3.0 via STL residuals
S3,2025-02-14,units_produced,1312.0,962.251866685194,349.748133314806,5.9533472120413435,|z|>=3.0 via STL residuals
S3,2025-02-24,units_produced,988.0,1207.2992632264109,-219.29926322641074,-3.612979154656806,|z|>=3.0 via STL residuals
S3,2025-02-25,units_produced,914.0,1208.807917469706,-294.807917469706,-4.882364507075705,|z|>=3.0 via STL residuals
S3,2025-02-28,units_produced,1238.0,1052.7681445533976,185.23185544660225,3.1876436585454373,|z|>=3.0 via STL residuals
S3,2025-03-25,units_produced,0.0,1143.4185958415617,-1143.4185958415617,-19.14846388107097,|z|>=3.0 via STL residuals
S3,2025-03-29,units_produced,0.0,1084.8115174791335,-1084.8115174791335,-18.163213017221295,|z|>=3.0 via STL residuals
S3,2025-04-01,units_produced,1408.0,1091.4690882906068,316.5309117093932,5.394928379438355,|z|>=3.0 via STL residuals
S3,2025-04-10,units_produced,1009.0,1258.1025010317398,-249.10250103173976,-4.1140050821332075,|z|>=3.0 via STL residuals
S3,2025-04-11,units_produced,0.0,1223.5129108097342,-1223.5129108097342,-20.494939344731502,|z|>=3.0 via STL residuals
S3,2025-04-12,units_produced,977.0,1222.4453273388042,-245.44532733880422,-4.052523881553125,|z|>=3.0 via STL residuals
S3,2025-04-22,units_produced,0.0,1025.328381391088,-1025.328381391088,-17.16323463828191,|z|>=3.0 via STL residuals
S3,2025-04-28,units_produced,0.0,1082.3896414192516,-1082.3896414192516,-18.1224985583742,|z|>=3.0 via STL residuals
S3,2025-05-04,units_produced,0.0,901.6347881612056,-901.6347881612056,-15.083806299800875,|z|>=3.0 via STL residuals
S3,2025-05-07,units_produced,1298.0,1101.0330924650784,196.96690753492152,3.3849230747933836,|z|>=3.0 via STL residuals
S3,2025-05-20,units_produced,0.0,1134.2168501180456,-1134.2168501180456,-18.993772192347727,|z|>=3.0 via STL residuals
S3,2025-06-02,units_produced,0.0,1071.9460051571918,-1071.9460051571918,-17.94692929376601,|z|>=3.0 via STL residuals
S3,2025-06-03,units_produced,0.0,1201.3537059520431,-1201.3537059520431,-20.122418203287634,|z|>=3.0 via STL residuals
S3,2025-06-04,units_produced,1021.0,1220.2304292759145,-199.2304292759144,-3.275599497819005,|z|>=3.0 via STL residuals
S3,2025-06-07,units_produced,0.0,1109.0446212837671,-1109.0446212837671,-18.570598731104283,|z|>=3.0 via STL residuals
S3,2025-06-13,units_produced,935.0,1183.047389707971,-248.04738970797095,-4.096267474795537,|z|>=3.0 via STL residuals
S3,2025-06-23,units_produced,1325.0,1086.3827237343103,238.6172762656896,4.085112589750575,|z|>=3.0 via STL residuals
S3,2025-07-16,units_produced,0.0,1169.49283151555,-1169.49283151555,-19.58680109117981,|z|>=3.0 via STL residuals
S3,2025-07-31,units_produced,1317.0,1041.4604054527965,275.5395945472035,4.705818262147908,|z|>=3.0 via STL residuals
S3,2025-08-15,units_produced,0.0,1082.7549666642346,-1082.7549666642346,-18.128640086381786,|z|>=3.0 via STL residuals
S3,2025-08-26,units_produced,0.0,1039.0836402837472,-1039.0836402837472,-17.39447600169982,|z|>=3.0 via STL residuals
S3,2025-08-27,units_produced,0.0,1070.5943832645987,-1070.5943832645987,-17.924207010477286,|z|>=3.0 via STL residuals
S3,2025-09-01,units_produced,0.0,1194.6740001156854,-1194.6740001156854,-20.010124839935944,|z|>=3.0 via STL residuals
S3,2025-09-06,units_produced,979.0,1205.080041346084,-226.0800413460841,-3.72697165670011,|z|>=3.0 via STL residuals
S3,2025-10-08,units_produced,0.0,1078.538626501872,-1078.538626501872,-18.057758668926333,|z|>=3.0 via STL residuals
S3,2025-10-26,units_produced,0.0,859.6979049529725,-859.6979049529725,-14.378800154424368,|z|>=3.0 via STL residuals
S3,2025-11-09,units_produced,0.0,944.6420621284038,-944.6420621284038,-15.806806916995368,|z|>=3.0 via STL residuals
S3,2025-11-21,units_produced,0.0,1173.3434761505894,-1173.3434761505894,-19.65153475576533,|z|>=3.0 via STL residuals
S3,2025-11-24,units_produced,1353.0,1102.3235907156984,250.67640928430166,4.287840170715991,|z|>=3.0 via STL residuals
S3,2025-11-25,units_produced,935.0,1257.2739372708988,-322.27393727089895,-5.344099172780963,|z|>=3.0 via STL residuals
S3,2025-12-02,units_produced,0.0,1179.603544778075,-1179.603544778075,-19.756773545947752,|z|>=3.0 via STL residuals
